name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.eclipse.jdt.internal.compiler.classfmt.ClassFileStruct,0,0.017596,0.079055,0,1.01,0.017593,0.024776,2.07,0,3.637615,0,0,1.05,0,5,10,0,0,0.885416,1.01,0,2.06,0,70,0,9,1,12,0.015152,0,0,0,13,0.039656,0.013349,0.033236,2.03,1.01,12,2.14,3,0,1.05,0,4.1,0.061243,0,0.042034,0,0.03906,0,8,0.118897,2.94,0,0.025736
org.eclipse.jdt.internal.compiler.classfmt.ClassFormatException,0,0,0.080954,0,0,0.001268,0,4.04,0,1.953727,0,0,0,29,0,9,0,0,0.459879,0,0,0,0,91,0,6,3,14,0,0,13,0,15,0,0,0.01245,0,0,14,0,34,5,0,0,4.04,0.02818,0,0,0,0,0,6,0.081139,1.01,0,0
org.eclipse.jdt.internal.compiler.classfmt.ElementValuePairInfo,0,0,0,0,0,0.001773,0,0,0,0.980691,0,0,0,0,0,4,0,0,0.257583,0,0,0,1,33,0,3,1,1,0,0,0,0,10,0,0,0,0,0,2,0,3,2,0,0,0,0.022594,0,0,0,0,0,3,0,0,0,0
org.eclipse.jdt.internal.compiler.classfmt.FieldInfo,4,0.026406,0.085959,0,1.01,0.028317,0.054676,2.02,0.01209,7.364651,0,1.01,2.03,0,1,24,0.014337,1.1,2.733439,1.01,0.014345,2.03,21,306,3,23,2,4,0.015152,0,243,1.01,78,0.054571,0.013349,0.060964,3.03,2.89,24,4.1,9,0,2.04,0,4.04,0.508874,2.06,0.037713,0.043387,0.085635,9,17,0.10655,4.22,0.293898,0.054569
org.eclipse.jdt.internal.compiler.classfmt.FieldInfoWithAnnotation,0,0,0,0,0,0.001991,0,0,0,0.980691,0,0,0,0,0,5,0,0,0.257583,0,0,0,5,43,12,4,3,1,0,0,0,0,16,0,0,0,0,0,5,0,1,1,0,0,0,0.022594,2.07,0,0.070351,0,24,2,0,0,0,0
org.eclipse.jdt.internal.compiler.classfmt.InnerClassInfo,0,0.010847,0,0,1.01,0.000956,0,0,0.01209,2.006593,0,0,1.01,0,0,7,0,1.01,0.471068,0,0.014345,1.01,2,80,3,6,2,1,0,0,15,1.01,15,0.01392,0.013349,0.008104,0,1.06,3,1.01,10,7,0,0,0,0.02859,2.06,0,0.043387,0.013486,9,5,0,1.06,0,0.013918
org.eclipse.jdt.internal.compiler.classfmt.MethodInfo,5,0.046723,0.085959,0,2.04,0.026302,0.054676,2.05,0.040291,7.873,0,2.06,3.1,0,2,31,0.042235,2.1,1.986863,1.02,0.014345,3.1,11,397,3,30,2,7,0.015152,0,419,1.01,52,0.083432,0.042196,0.128985,4.05,5.65,16,5.18,12,2,2.06,0,5.08,0.156373,2.06,0.078387,0.043387,0.109677,9,19,0.145706,8.56,0,0.08343
org.eclipse.jdt.internal.compiler.classfmt.MethodInfoWithAnnotations,0,0,0,0,0,0.001909,0,0,0,0.980691,0,0,0,0,1,5,0,0,0.257583,0,0.030303,0,4,37,13,4,3,3,0,0,0,1.02,12,0,0,0,0,0,6,0,1,0,0,0,0,0.022594,2.07,0,0.070351,0,30,1,0,0,0,0
org.eclipse.jdt.internal.compiler.classfmt.MethodInfoWithParameterAnnotations,0,0,0,0,0,0.001937,0,0,0,0.980691,0,0,0,0,0,5,0,0,0.257583,0,0.030303,0,5,38,14,4,4,1,0,0,0,1.02,14,0,0,0,0,0,5,0,1,1,0,0,0,0.022594,2.07,0,0.070351,0,30,1,0,0,0,0
org.eclipse.jdt.internal.compiler.codegen.AttributeNamesConstants,0,0,0.049014,5.05,5.05,0.002707,0,2.02,0,4.91425,0.17943,0,0,22,0,0,0,0,2.323521,0,0,0,0,24,0,0,0,7,0,0,0,0,1,0,0.215192,0.162469,0,0,7,0,22,0,0,0,2.02,0.544401,0,0,0,0,0,0,0.049006,5.05,0.294104,0
org.eclipse.jdt.internal.compiler.codegen.BranchLabel,0,0.024833,0,1.02,1.01,0.045135,0.034881,0,0.018868,6.006007,0.017613,0,2.03,3,1,13,0,1.02,2.555111,0,0,2.03,5,187,3,11,2,32,0,0,0,0,35,0.032524,0.01445,0.111713,0,2.11,36,4.06,6,2,2.03,0,0,0.534785,0,0,0,0.07542,0,8,0,6.41,0.293898,0.032483
org.eclipse.jdt.internal.compiler.codegen.CachedIndexEntry,0,0,0,0,0,0.000847,0,0,0,0.451798,0,0,0,2,0,1,0,0,0.110797,0,0,0,0,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0.007658,0,0,0,0,0,0,0,0,0,0
org.eclipse.jdt.internal.compiler.codegen.CaseLabel,0,0.021221,0.047619,1.01,1.01,0.005384,0.0143,1.01,0,4.704833,0.015787,0,1.01,1,0,7,0,0,1.122647,0,0.04212,1.01,3,44,7,6,3,3,0,1.01,9,3.04,15,0.01392,0.013825,0.033084,1.01,2.09,5,2.04,1,0,1.01,0,3.03,0.071605,3.04,0.011754,0.048641,0.026103,6,3,0.066296,3.22,0,0.013918
org.eclipse.jdt.internal.compiler.codegen.CharArrayCache,2,0,0.014493,0,0,0.01705,0,1.01,0,3.880811,0,2.02,2.02,2,0,12,0.074912,0,1.943966,0,0,2.02,1,122,0,10,1,2,0,0,0,0,19,0.062503,0,0.074024,0,0,3,1.01,4,0,0,0,1.01,0.473265,0,0,0,0.010882,0,8,0.01364,3.32,0.293898,0.061795
org.eclipse.jdt.internal.compiler.codegen.CodeStream,7,0,0.050352,5.07,5.1,0.393509,0.16608,3.03,0.036242,22.751297,0.106357,3.06,12.34,33,1,327,0.054218,1.01,5.881932,0,0,12.34,44,6110,0,326,1,78,0,0,0,0,436,0.205933,0.099192,0.447764,6.08,0,110,18.56,42,0,10.15,0,7.09,0.512873,0,0.07751,0,0.272782,0,305,0.099108,35.24,0.000029,0.205752
org.eclipse.jdt.internal.compiler.codegen.ConstantPool,3,0,0.068196,6.14,6.14,0.17919,0.054899,4.07,0,8.397362,0.108328,1.04,3.12,206,0,26,0.011819,0,2.095867,0,0,3.12,18,777,0,25,1,9,0,0,0,0,64,0.053807,0.103136,0.122758,3.08,0,26,3.36,214,0,3.08,0,7.14,0.15996,0,0.052905,0,0.051149,0,20,0.12292,11.97,0,0.053793
org.eclipse.jdt.internal.compiler.codegen.DoubleCache,0,0,0,0,0,0.015981,0,0,0,1.94632,0,0,0,0,0,7,0,0,0.449749,0,0,0,0,94,0,5,1,1,0,0,0,0,14,0,0,0.010657,0,0,1,0,3,3,0,0,0,0.025862,0,0,0,0,0,5,0,1.07,0,0
org.eclipse.jdt.internal.compiler.codegen.ExceptionLabel,0,0.009257,0.048764,0,0,0.008662,0,1.01,0,3.73006,0,0,0,3,0,5,0,0,0.894175,0,0.043324,0,5,59,3,4,2,6,0,0,0,3.08,23,0,0,0.020925,2.02,1.06,10,1.15,3,0,0,0,3.03,0.05796,1.08,0.027328,0.013888,0.013946,0,4,0.079192,2.36,0,0
org.eclipse.jdt.internal.compiler.codegen.FloatCache,0,0,0,0,0,0.015981,0,0,0,1.94632,0,0,0,0,0,7,0,0,0.449749,0,0,0,0,94,0,5,1,1,0,0,0,0,14,0,0,0.010657,0,0,1,0,3,3,0,0,0,0.025862,0,0,0,0,0,5,0,1.07,0,0
org.eclipse.jdt.internal.compiler.codegen.IntegerCache,1,0,0,0,0,0.014714,0,0,0,3.034987,0,0,0,2,0,10,0,0,0.716722,0,0,0,0,99,0,8,1,1,0,0,0,0,14,0,0,0.024506,0,0,1,0,4,0,0,0,0,0.044313,0,0,0,0,0,7,0,2.11,0,0
org.eclipse.jdt.internal.compiler.codegen.Label,0,0.020104,0.029023,3.09,3.07,0.029702,0.015251,2.3,0.012305,4.718591,0.039564,0,1.09,3,2,3,0,1.01,1.119192,0,0,1.09,1,11,0,1,1,6,0,0,0,0,3,0.014827,0.039705,0.055925,3.07,2.02,6,3.31,3,0,1.06,0,3.34,0.069931,0,0.041192,0,0.039183,0,1,0.043292,7.49,0,0.014827
org.eclipse.jdt.internal.compiler.codegen.LongCache,1,0,0,0,0,0.014658,0,0,0,2.501349,0,0,0,2,0,10,0,0,0.585304,0,0,0,0,99,0,8,1,1,0,0,0,0,15,0,0,0.024506,0,0,1,0,4,0,0,0,0,0.035112,0,0,0,0,0,7,0,2.11,0,0
org.eclipse.jdt.internal.compiler.codegen.ObjectCache,1,0,0,0,0,0.003399,0,0,0,1.884649,0,0,0,2,0,10,0,0,0.442907,0,0,0,0,89,0,8,1,1,0,0,0,0,16,0,0,0.013849,0,0,1,0,4,0,0,0,0,0.026998,0,0,0,0,0,7,0,1.06,0,0
org.eclipse.jdt.internal.compiler.codegen.Opcodes,0,0,0.06215,0,0,0.001763,0,2.02,0,2.221467,0,0,0,201,0,0,0,0,0.530096,0,0,0,0,203,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,201,0,0,0,2.02,0.034018,0,0,0,0,0,0,0.052656,0,0,0
org.eclipse.jdt.internal.compiler.codegen.StackMapFrame,3,0.052087,0.047619,1.02,1.02,0.047906,0.02355,1.01,0,3.083061,0.02002,0,2.06,14,0,16,0,0,0.80891,0,0,2.06,3,348,0,15,1,1,0,0,31,0,30,0.02539,0.020226,0.08049,0,2.38,4,3.11,16,2,2.06,0,1.01,0.070404,0,0,0,0.040094,0,12,0.038132,5.66,0,0.025351
org.eclipse.jdt.internal.compiler.codegen.StackMapFrameCodeStream,2,0.116891,0.026503,4.06,4.05,0.449635,0.161592,1.01,0.047619,9.019918,0.137771,2.03,10.49,5,0,38,0.072548,1.01,2.451842,0,0.092543,10.49,14,327,42,37,2,3,0,0,566,5.1,116,0.158058,0.135857,0.296493,3.18,8.82,16,14.43,6,1,10.36,0,4.19,0.238652,9.41,0.085968,0.144739,0.1727,294,31,0.126259,42.5,0,0.157947
org.eclipse.jdt.internal.compiler.codegen.VerificationTypeInfo,0,0,0.047619,0,0,0.008658,0.047569,1.01,0,3.135867,0,0,1.01,11,0,14,0,0,1.774079,0,0,2.02,3,185,0,9,1,2,0,0,0,0,22,0.050752,0,0.063041,0,0,5,3.03,13,2,2.02,0,1.01,0.459546,0,0,0,0.063618,0,9,0.038132,3.27,0.293898,0.040651
org.eclipse.jdt.internal.compiler.env.AccessRestriction,0,0.049119,0.152956,1.05,2.06,0.01693,0.093249,8.22,0.048054,5.144258,0.050849,0,4.12,5,0,3,0,1.01,1.252303,0,0,4.12,1,20,0,2,1,35,0,0,0,0,5,0.091106,0.062512,0.068897,1.01,4.04,36,4.24,6,1,4.12,0,8.23,0.0918,0,0.0112,0,0.090434,0,2,0.151005,4.86,0,0.090931
org.eclipse.jdt.internal.compiler.env.AccessRule,0,0,0.010799,1.01,1.01,0.004661,0.014335,1.01,0,2.353013,0.014723,0,1.02,3,1,7,0,0,0.551517,0,0,1.03,2,47,0,5,1,6,0,0,0,0,14,0.01435,0.014376,0.010283,0,0,8,1.04,3,0,1.02,0,1.01,0.033265,0,0,0,0.014619,0,5,0.011388,1.13,0,0.014177
org.eclipse.jdt.internal.compiler.env.AccessRuleSet,0,0,0.310216,1.01,1.01,0.028005,0.011391,6.1,0,4.752274,0.013133,0,1.01,2,0,6,0,0,1.177847,0,0,3.03,4,70,0,5,1,24,0,0,0,0,16,0.037817,0.013349,0.092231,0,0,28,2.03,3,1,1.01,0,6.1,0.090532,0,0,0,0.022523,0,5,0.31082,6.29,0,0.011509
org.eclipse.jdt.internal.compiler.env.ClassSignature,0,0,0.070931,0,0,0.001501,0,2.02,0,0.980691,0,0,0,0,0,3,0,0,0.257583,0,0,0,0,15,0,2,1,4,0,0,0,0,7,0,0,0,0,0,4,0,1,0,0,0,2.02,0.022594,0,0,0,0,0,2,0.066845,0,0,0
org.eclipse.jdt.internal.compiler.env.EnumConstantSignature,0,0,0.070931,0,0,0.001773,0,2.02,0,0.980691,0,0,0,0,0,4,0,0,0.257583,0,0,0,0,21,0,3,1,4,0,0,0,0,8,0,0,0,0,0,4,0,2,0,0,0,2.02,0.022594,0,0,0,0,0,3,0.066845,0,0,0
org.eclipse.jdt.internal.compiler.env.IBinaryAnnotation,0,0,0.14236,0,0,0.001479,0,3.06,0,1.590258,0,0,0,0,0,2,0,0,0.472689,0,0,0,1,4,0,2,0,21,0,0,1,0,2,0,0,0,0,0,22,0,0,0,0,0,3.06,0.058451,0,0,0,0,0,2,0.136234,0,0,0
org.eclipse.jdt.internal.compiler.env.IBinaryElementValuePair,0,0,0.14236,0,0,0.00131,0,3.03,0,0.980691,0,0,0,0,0,2,0,0,0.257583,0,0,0,0,4,0,2,0,7,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,3.03,0.022594,0,0,0,0,0,2,0.136234,0,0,0
org.eclipse.jdt.internal.compiler.env.IBinaryField,0,0.018545,0,0,0,0.001525,0.025571,0,0,2.624121,0,0,2.02,0,0,6,0,0,0.610064,0,0,2.02,3,8,0,6,0,10,0,0,15,0,6,0.02516,0,0.0179,1.01,2.09,13,2.02,0,0,2.02,0,1.01,0.035855,0,0.014577,0,0.024055,0,6,0.014524,2.02,0,0.025157
org.eclipse.jdt.internal.compiler.env.IBinaryMethod,0,0.018545,0,0,0,0.001598,0.025571,0,0,2.624121,0,0,2.04,0,0,9,0,0,0.610064,0,0,2.04,2,11,0,9,0,11,0,0,36,0,9,0.02516,0,0.0179,1.01,2.26,13,2.04,0,0,2.04,0,1.01,0.035855,0,0.014577,0,0.024055,0,9,0.014524,2.04,0,0.025157
org.eclipse.jdt.internal.compiler.env.IBinaryNestedType,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0,0,0,5,0,3,0,7,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0.034018,0,0,0,0,0,3,0,0,0,0
org.eclipse.jdt.internal.compiler.env.IBinaryType,0,0.102028,0.157538,0,0,0.0041,0.13881,5.06,0,4.62536,0,0,3.03,4,0,16,0,0,2.247823,0,0,3.03,6,22,0,16,0,34,0,0,120,0,16,0.138224,0,0.118832,1.01,3.42,40,3.03,4,0,3.03,0,5.07,0.535944,0,0.014577,0,0.133091,0,16,0.152318,3.03,0.294104,0.13826
org.eclipse.jdt.internal.compiler.env.ICompilationUnit,0,0,0.264936,0,0,0.002157,0,5.05,0,2.817253,0,0,0,0,0,3,0,0,0.689486,0,0,0,1,5,0,3,0,55,0,0,3,0,3,0,0,0,0,0,56,0,0,0,0,0,5.05,0.048203,0,0,0,0,0,3,0.256614,0,0,0
org.eclipse.jdt.internal.compiler.env.IDependent,0,0,0.025538,0,0,0.001763,0,2.02,0,2.221467,0,0,0,1,0,1,0,0,0.530096,0,0,0,0,4,0,1,0,18,0,0,0,0,1,0,0,0,0,0,18,0,1,0,0,0,2.02,0.034018,0,0,0,0,0,1,0.024205,0,0,0
org.eclipse.jdt.internal.compiler.env.IGenericField,0,0.007698,0.011259,0,0,0.001896,0.011271,1.02,0,2.838995,0,0,1.01,0,0,1,0,0,0.669092,0,0,1.01,0,3,0,1,0,4,0,0,0,0,1,0.011239,0,0.009796,0,1.01,4,1.01,0,0,1.01,0,1.02,0.041283,0,0,0,0.010568,0,1,0.011247,1.01,0,0.011239
org.eclipse.jdt.internal.compiler.env.IGenericMethod,0,0.007698,0.011259,0,0,0.001996,0.011271,1.01,0,2.838995,0,0,1.01,0,0,3,0,0,0.669092,0,0,1.01,0,5,0,3,0,7,0,0,3,0,3,0.011239,0,0.009796,0,1.03,7,1.01,0,0,1.01,0,1.01,0.041283,0,0,0,0.010568,0,3,0.011247,1.01,0,0.011239
org.eclipse.jdt.internal.compiler.env.IGenericType,0,0.007852,0.151903,1.04,1.04,0.002424,0.013457,4.23,0,2.650692,0.012761,0,1.01,0,0,2,0,0,0.630134,0,0,1.01,1,4,0,2,0,9,0,0,1,0,2,0.012582,0.012843,0.010541,0,1.02,10,1.01,0,0,1.01,0,4.23,0.039898,0,0,0,0.011058,0,2,0.148012,1.05,0,0.012582
org.eclipse.jdt.internal.compiler.env.INameEnvironment,0,0,0.046633,0,0,0.001763,0,2.02,0,2.221467,0,0,0,0,0,4,0,0,0.530096,0,0,0,1,6,0,4,0,18,0,0,6,0,4,0,0,0,0,0,19,0,0,0,0,0,2.02,0.034018,0,0,0,0,0,4,0.043484,0,0,0
org.eclipse.jdt.internal.compiler.env.ISourceField,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,6,0,0,0.530096,0,0,0,1,8,0,6,0,3,0,0,15,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0.034018,0,0,0,0,0,6,0,0,0,0
org.eclipse.jdt.internal.compiler.env.ISourceImport,0,0.007698,0.011259,0,0,0.002195,0.011271,1.01,0,2.838995,0,0,1.02,0,0,3,0,0,0.669092,0,0,1.02,0,5,0,3,0,3,0,0,3,0,3,0.011239,0,0.009796,0,1.07,3,1.02,0,0,1.02,0,1.01,0.041283,0,0,0,0.010568,0,3,0.011247,1.02,0,0.011239
org.eclipse.jdt.internal.compiler.env.ISourceMethod,0,0.007698,0.011259,0,0,0.002062,0.011271,1.01,0,2.838995,0,0,1.01,0,0,8,0,0,0.669092,0,0,1.01,1,10,0,8,0,3,0,0,28,0,8,0.011239,0,0.009796,0,1.08,4,1.01,0,0,1.01,0,1.01,0.041283,0,0,0,0.010568,0,8,0.011247,1.01,0,0.011239
org.eclipse.jdt.internal.compiler.env.ISourceType,0,0.007698,0.195843,0,0,0.002361,0.011271,3.03,0,2.838995,0,0,1.02,0,0,13,0,0,0.669092,0,0,1.02,3,15,0,13,0,14,0,0,78,0,13,0.011239,0,0.009796,1.01,1.27,17,1.02,0,0,1.02,0,4.04,0.041283,0,0.0112,0,0.010568,0,13,0.201848,1.02,0,0.011239
org.eclipse.jdt.internal.compiler.env.NameEnvironmentAnswer,0,0.007172,0.108188,0,0,0.001488,0.014335,5.05,0,2.017695,0,0,1.02,0,0,12,0,0,0.474291,0,0,1.02,4,48,0,9,1,19,0,0,24,0,14,0.01435,0,0.010283,0,1.09,23,1.04,4,0,1.02,0,5.05,0.028913,0,0,0,0.014619,0,9,0.103531,1.09,0,0.014177
org.eclipse.jdt.internal.compiler.flow.ConditionalFlowInfo,0,0,0,0,0,0.019083,0.046075,0,0,2.424163,0,0,3.1,2,0,35,0,0,0.574086,0,0.015182,3.1,4,149,8,34,2,1,0,0,0,1.02,64,0.04405,0,0.036955,0,0,4,3.16,2,0,3.1,0,0,0.03584,2.04,0,0.03674,0.04584,7,34,0,3.47,0,0.043578
org.eclipse.jdt.internal.compiler.flow.ExceptionHandlingFlowContext,0,0.009842,0,0,0,0.021311,0.014247,0,0,6.62738,0,0,1.01,4,1,10,0,0,1.938559,0,0.07848,1.01,23,187,16,9,2,7,0,0,4,4.13,40,0.014832,0,0.300989,5.06,1.04,28,2.04,9,0,1.01,0,5.06,0.255876,2.02,0.192079,0.04526,0.029632,23,9,0.201191,7.35,0.000637,0.014759
org.eclipse.jdt.internal.compiler.flow.FinallyFlowContext,0,0.007172,0,0,1.01,0.050377,0.014335,0,0,3.659065,0,0,1.01,0,0,8,0,0,0.931266,0,0.07848,1.01,11,260,16,7,2,1,0,0,5,4.13,37,0.01435,0.014376,0.052507,0,1.05,12,3.13,7,0,1.01,0,0,0.074338,2.02,0,0.044234,0.066833,21,4,0,5.04,0,0.014177
org.eclipse.jdt.internal.compiler.flow.FlowContext,0,0.017596,0.033221,4.11,4.13,0.038724,0.024776,2.02,0,7.326054,0.074242,0,1.01,14,4,28,0,0,1.811972,0,0,1.01,24,423,0,27,1,64,0,0,279,0,60,0.025736,0.074753,0.117685,4.04,1.26,82,4.1,16,0,1.01,0,4.04,0.131561,0,0.059426,0,0.077796,0,24,0.064003,8.73,0,0.025736
org.eclipse.jdt.internal.compiler.flow.FlowInfo,0,0.039126,0.050014,1.02,1.02,0.022358,0.066774,3.03,0,4.170133,0.014723,0,4.14,8,2,42,0,0,1.009625,0,0,4.14,4,112,0,41,1,75,0,0,816,0,45,0.062961,0.014376,0.056234,0,9.03,77,4.13,8,0,4.14,0,3.03,0.067697,0,0,0,0.065678,0,41,0.049479,4.42,0,0.062489
org.eclipse.jdt.internal.compiler.flow.InitializationFlowContext,0,0,0,0,0,0.000684,0,0,0,2.006593,0,0,0,4,0,4,0,0,0.471068,0,0.07848,0,9,68,25,3,3,6,0,0,0,4.13,15,0,0,0,1.01,0,15,0,4,0,0,0,1.01,0.02859,1.01,0.014577,0.028685,0,30,3,0.014524,0,0,0
org.eclipse.jdt.internal.compiler.flow.InsideSubRoutineFlowContext,0,0,0.012978,0,0,0.003634,0,1.04,0,2.572723,0,0,0,1,0,6,0,0,0.609845,0,0.07848,0,5,32,16,5,2,6,0,0,4,4.13,15,0,0,0.010283,0,0,10,1.02,1,0,0,0,1.03,0.038164,1.01,0,0.028685,0.014619,22,5,0.014298,1.01,0,0
org.eclipse.jdt.internal.compiler.flow.LabelFlowContext,0,0,0.02714,0,0,0.001634,0,1.01,0,2.538394,0,0,0,1,0,4,0,0,0.598085,0,0.07848,0,7,25,18,3,3,2,0,0,0,4.13,10,0,0,0.010887,0,0,9,0,1,0,0,0,1.01,0.036686,1.01,0,0.028685,0,25,2,0.02873,1.05,0,0
org.eclipse.jdt.internal.compiler.flow.LoopingFlowContext,0,0.024769,0,0,2.07,0.041768,0.039111,0,0.044361,5.060719,0,0,2.03,2,0,13,0,2.06,1.300231,0,0.07848,2.03,15,401,18,12,3,4,0,0,38,4.13,51,0.040086,0.044658,0.089449,1.01,2.24,19,5.19,16,6,2.03,0,1.01,0.107484,1.01,0.029246,0.015549,0.102879,18,9,0.02873,7.52,0,0.039913
org.eclipse.jdt.internal.compiler.flow.NullInfoRegistry,0,0,0,0,0,0.054994,0,0,0,1.222433,0,0,0,0,0,8,0,0,0.320945,0,0,0,4,290,20,7,3,5,0,0,21,0,11,0,0,0.043445,0,0,9,0,0,0,0,0,0,0.027829,2.04,0,0.036908,0,40,7,0,2.04,0,0
org.eclipse.jdt.internal.compiler.flow.SwitchFlowContext,0,0,0,0,0,0.002428,0,0,0,3.144628,0,0,0,2,2,5,0,0,0.744402,0,0.07848,0,5,27,16,4,2,8,0,0,4,4.13,14,0,0,0.021171,0,0,13,0,2,0,0,0,0,0.046308,1.01,0,0.028685,0,23,4,0,2.04,0,0
org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo,3,0.027388,0.035859,1.01,1.01,0.259688,0.081355,2.03,0,7.535245,0.014723,2.05,5.12,12,1,44,0.030917,0,1.839221,1.01,0.015182,5.12,10,1434,8,43,2,50,0,0,0,1.02,50,0.077996,0.014376,0.106683,3.04,5.71,58,5.13,12,0,5.13,0,5.06,0.127098,1.01,0.052693,0.015549,0.080451,5,39,0.089098,19.24,0,0.077467
org.eclipse.jdt.internal.compiler.impl.BooleanConstant,0,0.010374,0.024155,0,1.02,0.011609,0.014582,2.05,0.011308,3.066733,0,0,1.01,0,0,6,0,1.03,0.719932,0,0.016182,1.01,2,23,1,5,2,7,0,0,4,1.03,7,0.015035,0.013825,0.02315,1.01,1.04,8,2.02,3,3,1.01,0,3.06,0.04361,1.08,0.013868,0.01435,0.027361,30,5,0.040037,2.07,0,0.014978
org.eclipse.jdt.internal.compiler.impl.ByteConstant,0,0,0.014531,0,0,0.001676,0.014582,1.01,0.011308,2.45701,0,0,1.01,0,0,12,0,1.01,0.57957,0,0.016182,1.01,2,38,1,11,2,3,0,0,0,1.03,13,0.015035,0,0.02315,0,0,4,2.02,1,1,1.01,0,1.01,0.035692,1.08,0,0.01435,0.027361,24,11,0.014524,2.05,0,0.014978
org.eclipse.jdt.internal.compiler.impl.CharConstant,0,0,0.024155,0,0,0.001676,0.014582,2.02,0.011308,2.45701,0,0,1.01,0,0,12,0,1.01,0.57957,0,0.016182,1.01,2,39,1,11,2,4,0,0,0,1.03,13,0.015035,0,0.02315,0,0,5,2.02,1,1,1.01,0,2.02,0.035692,1.08,0,0.01435,0.027361,24,11,0.025976,2.05,0,0.014978
org.eclipse.jdt.internal.compiler.impl.CompilerOptions,0,0.096584,0.741593,26.75,28.82,0.236042,0.038506,23.31,0.032631,22.563462,0.717757,0,2.05,217,0,17,0,3.11,6.567205,0,0,3.06,7,1239,0,14,1,108,0,0,39,0,36,0.05507,0.752055,0.723078,2.04,5.35,113,3.09,218,1,2.05,0,24.35,0.839304,0,0.036734,0,0.049185,0,13,0.755208,42.16,0.011447,0.038285
org.eclipse.jdt.internal.compiler.impl.CompilerStats,0,0,0.187354,1.03,1.03,0.003621,0,1.01,0,1.147171,0.13553,0,0,7,0,3,0,0,0.623387,0,0,0,0,18,0,2,1,3,0,0,1,0,3,0,0.155913,0.103581,0,0,3,0,7,0,0,0,1.01,0.182005,0,0,0,0,0,2,0.180321,1.03,0.010005,0
org.eclipse.jdt.internal.compiler.impl.Constant,0,0.010374,0.1357,1.03,1.03,0.140607,0.014582,7.13,0,3.593798,0.015787,0,1.08,1,9,35,0,0,0.836491,0,0,1.08,13,1359,0,34,1,111,0,0,219,0,55,0.015035,0.013825,0.02315,0,4,115,2.13,1,0,1.08,0,7.13,0.04931,0,0,0,0.027361,0,34,0.135172,2.12,0,0.014978
org.eclipse.jdt.internal.compiler.impl.DoubleConstant,0,0,0.024155,0,0,0.00185,0.014582,2.02,0.011308,2.45701,0,0,1.01,0,0,12,0,1.01,0.57957,0,0.016182,1.01,2,41,1,11,2,6,0,0,0,1.03,13,0.015035,0,0.02315,0,0,7,1.01,1,1,1.01,0,2.02,0.035692,1.08,0,0.01435,0.014773,24,11,0.025976,2.05,0,0.014978
org.eclipse.jdt.internal.compiler.impl.FloatConstant,0,0,0.024155,0,0,0.001427,0.014582,2.02,0,2.45701,0,0,1.01,0,0,12,0,0,0.57957,0,0.016182,1.01,2,39,1,11,2,4,0,0,0,1.03,13,0.015035,0,0.02315,0,0,5,1.01,1,0,1.01,0,2.02,0.035692,1.08,0,0.01435,0.014773,24,11,0.025976,2.05,0,0.014978
org.eclipse.jdt.internal.compiler.impl.ITypeRequestor,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0,0,5,5,0,3,0,5,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0.034018,0,0,0,0,0,3,0,0,0,0
