name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.eclipse.osgi.framework.internal.protocol.ContentHandlerFactory,0,0.010479,0.015104,0,2.02,0.03497,0.027596,1.01,0.025344,7.78006,0,0,2.04,0,0,6,0,2.02,1.853058,0,0.016129,2.04,15,98,3,5,2,2,0,1.01,4,1.03,42,0.027684,0.025308,0.072432,3.1,1.04,16,4.23,7,7,2.04,0.016129,3.1,0.118999,1.06,0.045678,0.016129,0.051096,6,5,0.048612,6.41,0,0.027684
org.eclipse.osgi.framework.internal.protocol.ContentHandlerProxy,2,0.015092,0,0,0,0.083664,0,0,0,3.514094,0,0,0,0,0,7,0,0,0.946167,0,0,0,8,68,0,6,2,1,0,0,1,0,18,0,0,0.034637,1.02,1.01,9,1.01,6,0,0,0,1.02,0.106094,0,0.011667,0,0.016856,0,4,0.011335,3.1,0.000206,0
org.eclipse.osgi.framework.internal.protocol.MultiplexingContentHandler,0,0,0,0,0,0.004409,0,0,0,1.256077,0,0,0,0,0,2,0,0,0.306255,0,0,0,1,14,0,1,2,1,0,0,0,0,5,0,0,0,0,0,1,0,2,2,0,0,0,0.020796,0,0,0,0,0,1,0,0,0,0
org.eclipse.osgi.framework.internal.protocol.MultiplexingFactory,1,0,0,0,0,0.0091,0,0,0,1.256077,0,0,0,0,2,10,0,0,0.306255,0,0,0,7,99,0,9,1,4,0,0,14,0,39,0,0,0,0,0,11,0,6,3,0,0,0,0.020796,0,0,0,0,0,8,0,0,0,0
org.eclipse.osgi.framework.internal.protocol.MultiplexingURLStreamHandler,1,0,0,0,0,0.030192,0,0,0,1.584056,0,0,0,0,0,12,0,0,0.417625,0,0,0,5,177,0,11,2,1,0,0,0,0,30,0,0,0.04244,0,0,5,0,14,14,0,0,0,0.038058,0,0,0,0,0,0,0,1.02,0,0
org.eclipse.osgi.framework.internal.protocol.NullURLStreamHandlerService,0,0,0,0,0,0.008651,0,0,0,1.722816,0,0,0,0,0,12,0,0,0.409081,0,0,0,2,35,0,11,1,1,0,0,55,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0.02589,0,0,0,0,0,11,0,0,0,0
org.eclipse.osgi.framework.internal.protocol.ProtocolActivator,0,0,0.041846,0,0,0.008651,0,1.01,0,1.722816,0,0,0,0,0,1,0,0,0.409081,0,0,0,2,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1.01,0.02589,0,0,0,0,0,1,0.044578,0,0,0
org.eclipse.osgi.framework.internal.protocol.StreamHandlerFactory,1,0.010479,0.038787,0,5.05,0.073047,0.027596,3.03,0.053571,8.381478,0,1.01,3.05,0,0,7,0.014085,4.04,1.996117,0,0.016129,3.05,16,116,3,6,2,5,0,1.01,3,1.03,47,0.040961,0.061685,0.110415,4.09,1.03,19,8.28,8,4,2.03,0.016129,5.11,0.127932,1.06,0.059085,0.016129,0.102989,6,4,0.073571,9.47,0,0.041358
org.eclipse.osgi.framework.internal.protocol.URLStreamHandlerProxy,2,0.015092,0,0,1.01,0.085153,0,0,0,3.514094,0,0,0,0,0,17,0,0,0.946167,0,0,0,12,100,0,16,2,2,0,0,18,0,37,0,0,0.034637,1.01,1.18,12,1.01,7,0,0,0,1.01,0.106094,0,0.011667,0,0.016856,0,5,0.011335,3.14,0.000206,0
org.eclipse.osgi.framework.internal.protocol.URLStreamHandlerSetter,0,0,0,0,0,0.008651,0,0,0,1.722816,0,0,0,0,0,3,0,0,0.409081,0,0,0,2,12,0,2,1,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0.02589,0,0,0,0,0,2,0,0,0,0
org.eclipse.osgi.framework.internal.protocol.bundleentry.Handler,0,0,0,0,0,0.020981,0,0,0,3.921999,0,0,0,0,0,3,0,0,0.971783,0,0.011236,0,7,15,3,1,3,1,0,0,0,1.01,10,0,0,0,1.01,0,7,0,0,0,0,0,1.01,0.074041,1.01,0.043019,0.009864,0,11,0,0.044578,0,0,0
org.eclipse.osgi.framework.internal.protocol.bundleresource.Handler,0,0,0,0,0,0.018323,0,0,0,3.921999,0,0,0,0,0,3,0,0,0.971783,0,0.011236,0,6,27,3,1,3,1,0,0,0,1.01,14,0,0,0.008623,2.02,0,7,2.05,0,0,0,0,2.02,0.074041,1.01,0.05334,0.009864,0.021497,11,0,0.054917,1.1,0,0
org.eclipse.osgi.framework.internal.protocol.reference.Handler,0,0,0,0,0,0.008651,0,0,0,1.722816,0,0,0,0,0,3,0,0,0.409081,0,0,0,1,14,0,2,2,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0.02589,0,0,0,0,0,0,0,0,0,0
org.eclipse.osgi.framework.internal.protocol.reference.ReferenceURLConnection,2,0.009636,0,0,0,0.028782,0,0,0,3.94055,0,1.02,1.02,0,0,7,0.011632,0,0.902997,0,0,1.02,3,46,0,6,2,1,0,0,13,0,22,0.011435,0,0.017917,2.02,1.09,4,3.11,1,0,0,0,2.02,0.050326,0,0.027411,0,0.029383,0,4,0.028148,2.21,0,0.011435
org.eclipse.osgi.framework.internal.reliablefile.ReliableFile,6,0.010108,0.041797,1.04,1.04,0.225174,0.009873,3.06,0.060795,4.780048,0.010982,1.02,1.04,8,0,27,0.011402,2.09,1.181801,0,0,1.04,1,524,0,26,1,3,0,0,237,0,88,0.011094,0.011319,0.063406,1.01,1.48,4,3.23,25,17,1.05,0,4.07,0.091592,0,0.015787,0,0.070541,0,8,0.057488,3.24,0,0.011039
org.eclipse.osgi.framework.internal.reliablefile.ReliableFileInputStream,0,0,0.041797,0,0,0.013055,0,3.06,0,2.967568,0,0,0,0,0,13,0,0,0.70313,0,0,1.01,1,82,0,9,3,1,0,0,24,0,25,0.011094,0,0.01011,0,0,2,1.01,4,4,0,0,3.06,0.044042,0,0,0,0.008953,0,9,0.041615,1.02,0,0
org.eclipse.osgi.framework.internal.reliablefile.ReliableFileOutputStream,0,0,0.041797,0,1.01,0.015793,0.009873,3.06,0.011212,2.967568,0,0,1.02,0,0,11,0,1.01,0.70313,0,0,1.02,1,71,0,6,3,1,0,0,0,0,31,0.011094,0.011319,0.01011,0,0,2,1.02,3,3,1.02,0,3.06,0.044042,0,0,0,0.008953,0,6,0.041615,1.16,0,0.011039
org.eclipse.osgi.framework.launcher.Launcher,2,0,0,0,0,0.040938,0,0,0,7.225049,0,2.03,0,0,0,11,0.021232,0,1.862879,0,0,0,7,177,0,10,1,1,0,0,39,0,45,0,0,0.040982,1.02,0,8,2.03,7,2,0,0,1.02,0.172604,0,0.028697,0,0.039841,0,2,0.030304,2.04,0.000206,0
org.eclipse.osgi.framework.log.FrameworkLog,0,0,0.108729,1.01,1.01,0.006503,0,7.13,0,2.020546,0.005434,0,0,1,0,7,0,0,0.679807,0,0,0,2,10,0,7,0,25,0,0,21,0,7,0,0.00457,0.008213,0,0,27,0,1,0,0,0,7.13,0.130624,0,0,0,0,0,7,0.105842,1.01,0.010372,0
org.eclipse.osgi.framework.log.FrameworkLogEntry,0,0.014035,0.325958,1.05,1.07,0.033501,0.015353,10.19,0.014787,3.762319,0.010157,0,1.02,5,0,9,0,1.02,1.190906,0,0,1.03,0,51,0,7,1,29,0,0,21,0,9,0.01482,0.0106,0.011567,0,1.11,29,1.03,12,7,1.02,0,10.19,0.197006,0,0,0,0.012153,0,7,0.31207,1.22,0.010396,0.015218
org.eclipse.osgi.framework.util.Headers,3,0.037043,0.066354,0,2.02,0.180147,0.036195,3.03,0.019512,4.324085,0,1.03,3.12,0,0,24,0.008621,1.04,1.042746,0,0,3.12,4,148,0,22,2,7,0,0,153,0,41,0.046875,0.029169,0.039822,1.01,4.5,11,2.08,4,4,2.09,0,4.04,0.069743,0,0.024882,0,0.034021,0,19,0.090964,3.36,0,0.046875
org.eclipse.osgi.framework.util.KeyedElement,0,0,0.036175,0,0,0.00554,0,2.02,0,1.683506,0,0,0,0,0,3,0,0,0.414488,0,0,0,0,5,0,3,0,20,0,0,3,0,3,0,0,0,0,0,20,0,0,0,0,0,2.02,0.029022,0,0,0,0,0,3,0.035528,0,0,0
org.eclipse.osgi.framework.util.KeyedHashSet,3,0,0,0,0,0.019185,0,0,0,3.166758,0,0,0,1,0,27,0,0,0.746224,0,0,0,1,281,0,22,1,7,0,0,1,0,40,0,0,0,0,0,8,0,5,2,0,0,0,0.045983,0,0,0,0,0,17,0,0,0,0
org.eclipse.osgi.framework.util.SecureAction,0,0.029699,0.208852,0,2.02,0.16724,0.107074,9.17,0.011212,8.306064,0,0,8.14,0,0,21,0,1.01,2.145188,0,0,8.14,6,172,0,20,1,18,0,0,0,0,51,0.121224,0.032253,0.10519,4.06,4.41,24,9.33,2,1,8.14,0,11.23,0.196215,0,0.047562,0,0.126296,0,20,0.231306,9.19,0.000206,0.12117
org.eclipse.osgi.internal.baseadaptor.AdaptorMsg,0,0,0.019231,1.01,1.01,0.059373,0,1.01,0,5.990496,0.018366,0,0,22,0,1,0,0,1.545271,0,0.020833,0,1,28,3,0,2,11,0,0,0,1.03,2,0,0.019183,0.016728,0,0,12,0,23,1,0,0,1.01,0.146042,1.02,0,0.020833,0,6,0,0.014892,1.01,0.000206,0
org.eclipse.osgi.internal.baseadaptor.AdaptorUtil,0,0.061049,0.041667,0,0,0.272187,0.039433,1.01,0,3.476909,0,0,2.02,2,0,11,0,0,1.067451,0,0,2.02,13,151,0,10,1,9,0,0,43,0,55,0.038178,0,0.061381,0,2.17,22,2.08,2,0,2.02,0,1.01,0.147501,0,0,0,0.040243,0,10,0.041667,2.3,0.000206,0.038178
org.eclipse.osgi.internal.baseadaptor.BaseClassLoadingHook,2,0.014592,0.017544,0,1.02,0.082401,0.017544,1.01,0.014788,1.445115,0,0,1.01,0,0,10,0,1.02,0.354923,0,0,1.01,14,75,0,9,1,2,0,0,36,0,27,0.017544,0.014788,0.028706,1.02,1.08,16,2.08,2,2,1.01,0,1.03,0.02467,0,0.013553,0,0.030698,0,7,0.015438,2.22,0,0.017544
org.eclipse.osgi.internal.baseadaptor.BaseHookConfigurator,0,0,0,0,0,0.004367,0,0,0,1.256077,0,0,0,0,0,2,0,0,0.306255,0,0,0,8,8,0,1,1,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0.020796,0,0,0,0,0,1,0,0,0,0
org.eclipse.osgi.internal.baseadaptor.BasePermissionStorage,0,0,0,0,0,0.003476,0,0,0,0.773229,0,0,0,0,0,8,0,0,0.187345,0,0,0,2,56,0,7,1,1,0,0,9,0,18,0,0,0,0,0,2,0,5,5,0,0,0,0.012471,0,0,0,0,0,7,0,0,0,0
org.eclipse.osgi.internal.baseadaptor.BaseStorage,23,0.132128,0,1.01,5.06,0.641775,0.059389,0,0.093001,10.488025,0,2.07,5.11,6,0,66,0.086002,4.04,3.31858,0,0,5.11,58,993,0,65,1,8,0,0,1730,0,287,0.147199,0.119752,0.557357,6.1,12.52,59,12.58,38,29,3.03,0,6.1,0.491522,0,0.121365,0,0.538025,0,29,0.159707,17.16,0.010862,0.147199
org.eclipse.osgi.internal.baseadaptor.BaseStorageHook,1,0.073477,0.036472,1.03,1.03,0.198718,0.061841,2.02,0,6.244189,0,0,3.03,7,0,42,0,0,1.881554,0,0,3.03,29,322,0,41,1,9,0,0,670,0,146,0.081587,0.019231,0.157273,3.06,3.87,36,4.22,16,9,3.03,0,3.07,0.242151,0,0.038725,0,0.088079,0,35,0.061356,6.66,0.000206,0.081587
org.eclipse.osgi.internal.baseadaptor.BundleInstall,0,0,0,0,0,0.005487,0,0,0,0.773229,0,0,0,0,0,4,0,0,0.187345,0,0,0,18,91,0,3,1,1,0,0,0,0,48,0,0,0,0,0,18,0,3,3,0,0,0,0.012471,0,0,0,0,0,3,0,0,0,0
org.eclipse.osgi.internal.baseadaptor.BundleUninstall,0,0,0,0,0,0.002848,0,0,0,0.773229,0,0,0,0,0,4,0,0,0.187345,0,0,0,8,23,0,3,1,1,0,0,1,0,10,0,0,0,0,0,8,0,2,2,0,0,0,0.012471,0,0,0,0,0,3,0,0,0,0
org.eclipse.osgi.internal.baseadaptor.BundleUpdate,0,0,0,0,0,0.006659,0,0,0,0.773229,0,0,0,0,0,4,0,0,0.187345,0,0,0,18,97,0,3,1,1,0,0,0,0,51,0,0,0,0,0,18,0,4,4,0,0,0,0.012471,0,0,0,0,0,3,0,0,0,0
org.eclipse.osgi.internal.baseadaptor.DefaultClassLoader,0,0.018217,0,0,1.02,0.02472,0,0,0,3.668253,0,0,0,0,0,20,0,1.02,1.018891,0,0,0,12,122,0,19,2,1,0,0,103,0,55,0,0,0.091029,2.03,1.06,12,2.07,6,2,0,0,2.03,0.11011,0,0.015305,0,0.069949,0,16,0.089873,2.1,0.000004,0
org.eclipse.osgi.internal.baseadaptor.DevClassLoadingHook,0,0.013999,0,1.02,1.02,0.065346,0,0,0,1.274969,0.018366,0,1.03,2,0,11,0,0,0.315595,0,0,1.03,12,53,0,10,1,0,0,0,39,0,25,0.016226,0.019183,0.016728,1.01,1.18,12,1.1,2,0,1.03,0,1.01,0.022506,0,0.018568,0,0.016541,0,10,0.019337,1.15,0,0.016226
org.eclipse.osgi.internal.baseadaptor.DevClassPathHelper,2,0,0.112127,0,0,0.026782,0,2.02,0,5.402807,0,0,0,0,0,7,0,0,1.249017,0,0,0,2,59,0,6,1,4,0,0,15,0,15,0,0,0,0,0,6,0,3,3,0,0,2.02,0.071783,0,0,0,0,0,4,0.112144,0,0,0
org.eclipse.osgi.internal.baseadaptor.InvalidVersion,0,0,0,0,0,0.045812,0,0,0,2.951649,0,0,0,0,0,3,0,0,0.846507,0,0,0,1,13,1,2,2,2,0,0,0,0,4,0,0,0,0,0,3,0,1,1,0,0,0,0.106318,0,0,0,0,8,2,0,0,0.000206,0
org.eclipse.osgi.internal.baseadaptor.StateManager,5,0.041381,0,0,0,0.160595,0.056397,0,0,9.945488,0,0,1.02,7,0,24,0,0,2.402003,0,0,1.02,17,169,0,22,1,3,0,0,75,0,64,0.052882,0,0.066324,1.01,1.01,19,1.05,18,11,1.02,0,1.01,0.168451,0,0.055881,0,0.049855,0,17,0.05681,2.13,0,0.052882
org.eclipse.osgi.internal.baseadaptor.SystemBundleData,5,0,0,0,0,0.047103,0,0,0,8.919072,0,0,0,0,0,14,0,0,2.071784,0,0,0,17,101,4,13,2,1,0,0,78,1.01,49,0,0,0.016728,1.02,0,17,1.04,1,1,0,0,1.02,0.122693,1.01,0.018568,0,0.016541,40,8,0.019337,1.05,0,0
org.eclipse.osgi.internal.module.BundleConstraint,0,0.018032,0.041347,0,2.04,0.02365,0.011652,2.02,0.039876,3.162859,0,0,2.12,0,0,2,0,2.04,0.727511,0,0.012758,2.12,5,10,2,1,2,3,0,1.01,0,1.02,4,0.038145,0.039907,0.041406,2.05,2.42,7,3.29,0,0,1.01,0.012987,3.05,0.042093,3.18,0.02137,0.094052,0.04645,18,0,0.049822,3.57,0,0.038179
org.eclipse.osgi.internal.module.GenericCapability,0,0,0,0,0,0.012454,0,0,0,0.604914,0,0,0,0,0,4,0,0,0.148347,0,0.111111,0,4,16,1,3,2,3,0,0,1,1.01,8,0,0,0,0,0,6,0,1,0,0,0,0,0.010253,0,0,0,0,6,3,0,0,0,0
org.eclipse.osgi.internal.module.GenericConstraint,0,0,0,0,0,0.018882,0,0,0,1.267117,0,0,0,0,0,6,0,0,0.365819,0,0,0,6,28,2,5,2,2,0,0,4,0,17,0,0,0,0,0,7,1.02,1,1,0,0,0,0.041786,2.11,0,0.081203,0.039168,17,2,0,0,0,0
org.eclipse.osgi.internal.module.GroupingChecker,3,0.066776,0,0,1.01,0.509473,0.041902,0,0.017241,7.895634,0,4.21,5.15,0,0,11,0.043438,1.01,2.070444,0,0,5.15,8,145,0,10,1,1,0,0,23,0,45,0.084908,0.017241,0.202436,2.06,7.55,9,8.37,2,1,2.06,0,2.06,0.201235,0,0.038658,0,0.141579,0,6,0.039854,11.49,0.000206,0.084943
org.eclipse.osgi.internal.module.MappedList,1,0,0.018868,0,0,0.015951,0,1.01,0,0.449827,0,0,0,0,1,9,0,0,0.103553,0,0,0,0,47,0,8,1,3,0,0,8,0,23,0,0,0,0,0,3,0,1,0,0,0,1.01,0.005842,0,0,0,0,0,6,0.018482,0,0,0
org.eclipse.osgi.internal.module.PermissionChecker,0,0,0.022905,0,2.02,0.063361,0.022626,2.02,0.022477,5.837094,0,0,2.02,0,0,2,0,2.02,1.491766,0,0,2.02,13,52,0,1,1,2,0,0,0,0,15,0.021728,0.018269,0.029575,2.05,0,14,3.08,3,3,2.02,0,3.06,0.139239,0,0.022689,0,0.033259,0,1,0.035217,3.38,0.000206,0.021894
org.eclipse.osgi.internal.module.ResolverBundle,8,0.336418,0.061244,0,5.08,0.540893,0.056251,2.03,0.050865,13.034427,0,7.08,11.27,3,0,46,0.20197,5.08,3.49829,0,0.123869,11.27,24,506,1,45,2,9,0,1.01,842,2.03,128,0.326469,0.09602,0.556374,10.13,24.77,25,18.76,21,18,3.04,0.012987,9.12,0.360414,1.05,0.170474,0.012849,0.403149,5,4,0.170743,23.46,0.001918,0.326484
org.eclipse.osgi.internal.module.ResolverConstraint,0,0.050486,0.044578,0,1.02,0.045826,0.024661,2.02,0.027435,2.959409,0,0,2.11,0,3,20,0,1.02,0.990923,1.01,0,2.11,8,103,0,19,1,6,0.016949,0,65,0,34,0.079147,0.027435,0.105904,0,2.63,12,4.15,4,2,1.02,0,2.02,0.158575,0,0,0,0.210226,0,4,0.04385,3.71,0.000206,0.079147
org.eclipse.osgi.internal.module.ResolverExport,0,0.081407,0.028571,0,2.04,0.045823,0.011652,1.01,0.024069,5.16958,0,3.03,4.1,0,0,6,0.043438,2.04,1.252969,0,0.123869,4.11,6,22,1,5,2,3,0,1.01,10,2.03,9,0.093914,0.0235,0.1011,1.02,4.61,8,3.18,1,1,1.02,0.012987,1.02,0.090697,1.06,0.027404,0.012849,0.075986,6,2,0.027828,6.84,0,0.093948
org.eclipse.osgi.internal.module.ResolverImpl,51,0.575661,0.067737,1.01,9.15,1.614322,0.026848,5.05,0.197253,23.112564,0.016949,16.33,17.36,7,0,66,0.484536,9.14,6.239708,0,0,17.37,43,1428,0,65,1,6,0,0,1074,0,268,0.515171,0.203213,0.942571,14.19,44.97,45,26.38,32,25,2.03,0,14.2,0.637768,0,0.352013,0,0.627496,0,10,0.36234,48.47,0.001978,0.514048
org.eclipse.osgi.internal.module.ResolverImport,0,0.038224,0.028571,0,2.04,0.05233,0,1.01,0.039876,3.680939,0,1.01,3.16,0,0,5,0.011203,2.04,0.847438,0,0.012758,3.16,5,20,2,4,2,3,0,1.01,4,1.02,9,0.050645,0.039907,0.043852,3.08,4.22,7,3.35,1,1,0,0.012987,3.07,0.048961,3.17,0.049374,0.094052,0.047673,17,1,0.050366,4.11,0,0.050679
org.eclipse.osgi.internal.module.VersionHashMap,1,0.100866,0.014357,0,4.04,0.058776,0.118083,1.01,0.134343,5.391013,0,1.01,2.03,0,0,9,0.010224,4.04,1.426434,0,0.012758,2.03,6,71,1,8,2,2,0,1.01,28,1.01,32,0.117353,0.151968,0.127719,4.05,2.56,7,4.11,1,1,2.09,0.012987,5.05,0.143922,2.06,0.135747,0.121195,0.137304,6,5,0.164937,4.77,0.000206,0.117388
org.eclipse.osgi.internal.module.VersionSupplier,0,0.051981,0.028782,0,1.02,0.015128,0.011652,2.04,0.088093,3.388124,0,0,2.05,0,3,9,0,1.01,0.971329,2.03,0,2.06,4,27,0,8,1,8,0.016949,1.01,14,0,12,0.056745,0.012472,0.047869,2.02,2.11,11,2.09,2,1,1.02,0.012987,2.05,0.124493,0,0.056338,0,0.049897,0,5,0.028048,2.22,0.000206,0.05678
org.eclipse.osgi.internal.profile.DefaultProfileLogger,0,0.011192,0,0,1.02,0.1388,0.014925,0,0,1.966687,0,0,1.03,0,0,23,0,0,0.461552,0,0,1.03,4,290,0,22,1,1,0,0,203,0,69,0.014782,0.013749,0.012158,1.01,1.54,4,1.18,24,2,1.02,0,1.01,0.027843,0,0.015787,0,0.012088,0,5,0.015873,1.48,0,0.014782
org.eclipse.osgi.internal.profile.Profile,1,0.011192,0.031599,0,0,0.100195,0.014925,2.02,0,1.966687,0,1.01,1.03,9,0,13,0,0,0.461552,0,0,1.03,4,117,0,12,1,7,0,0,38,0,31,0.014782,0,0.012158,1.01,1.14,10,1.05,21,12,1.02,0,3.03,0.027843,0,0.015787,0,0.012088,0,11,0.047136,1.14,0,0.014782
org.eclipse.osgi.internal.profile.ProfileLogger,0,0.011192,0,0,0,0.015446,0.014925,0,0,1.31047,0,0,1.02,0,0,5,0,0,0.303172,0,0,1.02,0,7,0,5,0,2,0,0,10,0,5,0.014782,0,0.012158,0,1.07,2,1.02,0,0,1.02,0,0,0.017427,0,0,0,0.012088,0,5,0,1.02,0,0.014782
org.eclipse.osgi.internal.provisional.service.security.AuthorizationEngine,1,0,0,0,0,0.003061,0,0,0,0.25403,0,0,0,0,1,5,0,0,0.141645,0,0,0,9,27,0,4,1,4,0,0,6,0,16,0,0,0,0,0,13,0,3,3,0,0,0,0.042338,0,0,0,0,0,2,0,0,0.001712,0
org.eclipse.osgi.internal.provisional.service.security.AuthorizationEvent,0,0,0,0,0,0.003061,0,0,0,0.25403,0,0,0,2,0,5,0,0,0.141645,0,0,0,1,26,0,4,1,3,0,0,6,0,5,0,0,0,0,0,4,0,6,4,0,0,0,0.042338,0,0,0,0,0,4,0,0,0.001712,0
org.eclipse.osgi.internal.provisional.service.security.AuthorizationListener,0,0,0,0,0,0.003061,0,0,0,0.25403,0,0,0,0,0,1,0,0,0.141645,0,0,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.042338,0,0,0,0,0,1,0,0,0.001712,0
org.eclipse.osgi.internal.provisional.service.security.AuthorizationStatus,0,0,0,0,0,0.003061,0,0,0,0.25403,0,0,0,2,0,1,0,0,0.141645,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0.042338,0,0,0,0,0,0,0,0,0.001712,0
org.eclipse.osgi.internal.provisional.verifier.CertificateChain,0,0.018181,0.073666,0,0,0.010811,0.01989,1.04,0,1.122892,0,0,1.01,0,0,6,0,0,0.289652,0,0,1.01,0,8,0,6,0,1,0,0,15,0,6,0.019985,0,0.01803,0,1.05,1,1.01,0,0,1.01,0,1.04,0.023439,0,0,0,0.017256,0,6,0.073683,1.01,0,0.019985
org.eclipse.osgi.internal.provisional.verifier.CertificateTrustAuthority,0,0,0.073666,0,0,0.007368,0,1.04,0,0.661324,0,0,0,0,0,2,0,0,0.176924,0,0,0,0,4,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.04,0.015746,0,0,0,0,0,2,0.073683,0,0,0
org.eclipse.osgi.internal.provisional.verifier.CertificateVerifier,0,0.018181,0.073666,0,0,0.011822,0.01989,1.02,0,1.656258,0,0,1.01,0,0,4,0,0,0.43735,0,0,1.01,1,6,0,4,0,2,0,0,6,0,4,0.019985,0,0.01803,0,1.03,3,1.01,0,0,1.01,0,1.02,0.037854,0,0,0,0.017256,0,4,0.073683,1.01,0,0.019985
org.eclipse.osgi.internal.provisional.verifier.CertificateVerifierFactory,0,0,0.073666,0,0,0.006914,0,1.01,0,0.461567,0,0,0,0,0,2,0,0,0.112728,0,0,0,2,4,0,2,0,2,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,1.01,0.007693,0,0,0,0,0,2,0.073683,0,0,0
org.eclipse.osgi.internal.resolver.BaseDescriptionImpl,0,0,0.075601,0,0,0.003146,0,3.03,0,2.265848,0,0,0,0,4,5,0,0,0.51882,2.02,0,0,2,18,0,4,1,9,0.064568,0,2,0,5,0,0,0,0,0,11,0,2,2,0,0,3.03,0.029019,0,0,0,0,0,2,0.075711,0,0,0
org.eclipse.osgi.internal.resolver.BundleDeltaImpl,1,0.017826,0,0,0,0.00263,0.021015,0,0,2.136356,0,0,2.02,0,0,9,0,0,0.47777,0,0,2.02,4,52,0,7,1,1,0,0,9,0,18,0.021148,0,0.01824,1.01,2.07,5,2.04,2,2,2.02,0,1.01,0.024426,0,0.010321,0,0.019587,0,4,0.010339,2.11,0,0.021163
org.eclipse.osgi.internal.resolver.BundleDescriptionImpl,2,0.303177,0.127123,0,7.16,0.258114,0.227721,5.06,0.07245,12.106995,0,3.04,9.39,0,0,75,0.032173,6.19,3.217444,0,0,9.39,24,448,0,74,2,13,0,1.01,1377,0,115,0.234429,0.076691,0.320365,6.15,19.86,33,11.77,26,11,8.25,0.010203,9.18,0.326288,1.04,0.181721,0.009864,0.310092,4,34,0.265519,17.93,0.000267,0.234971
org.eclipse.osgi.internal.resolver.BundleSpecificationImpl,0,0.00819,0,0,0,0.004463,0,0,0,2.803782,0,0,1.02,0,0,7,0,0,0.773687,0,0,1.02,7,29,0,6,2,4,0,0,11,0,14,0.009713,0,0.09712,1.05,1.09,11,1.09,2,2,0,0,1.05,0.094446,1.05,0.010321,0.009864,0.009268,9,4,0.010339,2.15,0.000206,0.009728
org.eclipse.osgi.internal.resolver.ComputeNodeOrder,0,0,0,0,0,0.014912,0,0,0,3.126814,0,0,0,0,0,2,0,0,0.783961,0,0,0,0,33,0,1,1,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0.062346,0,0,0,0,0,1,0,0,0,0
org.eclipse.osgi.internal.resolver.ExportPackageDescriptionImpl,0,0.126519,0.110786,1.01,4.07,0.052821,0.037251,4.05,0.112728,4.585948,0.013918,0,4.13,1,0,14,0,4.06,1.189629,0,0,4.13,6,104,0,13,2,9,0,0,60,0,22,0.142728,0.131972,0.140853,1.02,6,15,5.11,12,11,3.03,0,5.07,0.119206,0,0.010716,0,0.142373,4,9,0.115018,6.53,0.000206,0.142728
org.eclipse.osgi.internal.resolver.GenericDescriptionImpl,0,0,0,0,0,0.020994,0,0,0,0.604914,0,0,0,0,0,8,0,0,0.148347,0,0,0,6,34,0,7,2,4,0,0,15,0,16,0,0,0,0,0,9,0,3,3,0,0,0,0.010253,0,0,0,0,4,4,0,0,0,0
org.eclipse.osgi.internal.resolver.GenericSpecificationImpl,0,0,0.017857,0,0,0.035227,0,1.01,0,0.604914,0,0,0,0,0,14,0,0,0.148347,0,0,0,8,70,0,13,2,4,0,0,42,0,27,0,0,0,0,0,11,0,4,4,0,0,1.01,0.010253,0,0,0,0,6,8,0.017316,0,0,0
