name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.apache.lucene.index.DocFieldConsumerPerThread,0,0,0,0,0,0.002265,0,0,0,0.644864,0,0,0,0,3,5,0,0,0.359571,0,0,0,3,6,0,4,1,10,0,0,6,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.DocFieldConsumers,0,0,0,0,0,0.013588,0,0,0,0.644864,0,0,0,0,0,9,0,0,0.359571,0,0,0,9,75,1,8,2,2,0,0,0,0,29,0,0,0,0,0,9,0,5,0,0,0,0,0.107477,0,0,0,0,0,5,0,0,0.004345,0
org.apache.lucene.index.DocFieldConsumersPerField,0,0,0,0,0,0.003942,0,0,0,0.644864,0,0,0,0,0,3,0,0,0.359571,0,0,0,3,21,0,2,2,2,0,0,0,0,5,0,0,0,0,0,4,0,3,0,0,0,0,0.107477,0,0,0,0,0,2,0,0,0.004345,0
org.apache.lucene.index.DocFieldConsumersPerThread,0,0,0,0,0,0.005955,0,0,0,0.644864,0,0,0,0,0,5,0,0,0.359571,0,0,0,7,44,0,4,2,2,0,0,0,0,11,0,0,0,0,0,7,0,4,0,0,0,0,0.107477,0,0,0,0,0,4,0,0,0.004345,0
org.apache.lucene.index.DocFieldProcessor,0,0,0,0,0,0.00671,0,0,0,0.644864,0,0,0,0,0,6,0,0,0.359571,0,0,0,9,33,0,5,2,2,0,0,0,0,21,0,0,0,0,0,9,0,3,0,0,0,0,0.107477,0,0,0,0,0,5,0,0,0.004345,0
org.apache.lucene.index.DocFieldProcessorPerField,0,0,0,0,0,0.003775,0,0,0,0.644864,0,0,0,0,0,2,0,0,0.359571,0,0,0,5,15,0,1,1,1,0,0,0,0,4,0,0,0,0,0,5,0,6,0,0,0,0,0.107477,0,0,0,0,0,1,0,0,0.004345,0
org.apache.lucene.index.DocFieldProcessorPerThread,1,0,0,0,0,0.028052,0,0,0,1.218825,0,0,0,0,0,7,0,0,0.715751,0,0,0,13,184,0,6,2,9,0,0,0,0,35,0,0,0,0,0,19,1.01,11,0,0,0,0,0.22227,0,0,0,0.185333,0,3,0,0,0.014858,0
org.apache.lucene.index.DocHelper,1,0.033832,0,2.36,2.36,0.11417,0.025661,0,0,5.868402,0.011853,1.01,2.03,56,0,6,0.014925,0,2.299918,0,0,2.03,10,153,0,5,1,0,0,0,10,0,33,0.035397,0.020106,0.055712,3.05,2.17,10,5.17,56,0,1.02,0,3.05,0.447611,0,0.069753,0,0.083545,0,4,0.076836,5.03,0.242286,0.035932
org.apache.lucene.index.DocInverter,0,0,0,0,0,0.009143,0,0,0,0.644864,0,0,0,0,0,7,0,0,0.359571,0,0,0,13,49,1,6,2,7,0,0,0,0,29,0,0,0,0,0,17,0,2,0,0,0,0,0.107477,0,0,0,0,0,3,0,0,0.004345,0
org.apache.lucene.index.DocInverterPerField,0,0,0,0,0,0.015763,0,0,0,1.269331,0,0,0,0,0,3,0,0,0.809219,0,0,0,15,99,0,2,2,8,0,0,0,0,32,0,0,0.17703,0,0,19,1.06,6,2,0,0,0,0.263594,0,0,0,0.226957,0,1,0,1.08,0.035435,0
org.apache.lucene.index.DocInverterPerThread,0,0,0,0,0,0.005872,0,0,0,0.644864,0,0,0,0,0,5,0,0,0.359571,0,0,0,13,33,0,4,2,8,0,0,0,0,17,0,0,0,0,0,17,0,7,0,0,0,0,0.107477,0,0,0,0,0,3,0,0,0.004345,0
org.apache.lucene.index.DocumentsWriter,11,0.632429,0.327567,0,11.25,0.896621,0,4.39,0.611651,8.517445,0,6.12,9.35,0,0,72,0.246648,11.4,3.166867,0,0,9.35,38,777,0,71,1,41,0,0,1915,0,170,0.688773,0.744756,0.770939,8.31,30.17,65,11.84,59,25,0,0,9.45,0.599886,0,0.534961,0,0.683603,0,0,0.733181,19.53,0.014886,0.693899
org.apache.lucene.index.DocumentsWriterThreadState,0,0.118844,0.126854,0,2.26,0.122104,0.161399,1.01,0,2.276151,0,0,1.12,0,0,2,0,0,0.995079,0,0,1.12,4,21,0,1,1,4,0,0,0,0,4,0.126537,0.175595,0.143374,2.2,1.54,6,2.62,6,0,1.02,0,2.19,0.233069,0,0.176547,0,0.150249,0,0,0.204491,6.76,0.004374,0.126537
org.apache.lucene.index.FieldInfo,0,0,0.506998,0,3.03,0.023009,0.0271,7.26,0,3.794084,0,0,2.03,0,0,4,0,0,1.370543,0,0,2.03,0,75,0,3,1,28,0,0,0,0,4,0.152888,0.235556,0.304568,0,0,28,2.03,9,0,1.01,0,7.26,0.273739,0,0,0,0.107637,0,1,0.512103,5.58,0.014858,0.15373
org.apache.lucene.index.FieldInfos,2,0.315208,0.450792,0,3.03,0.09388,0.224744,5.15,0,6.299202,0,0,5.05,0,0,23,0,0,2.033603,0,0,5.05,6,172,0,21,1,25,0,0,184,0,56,0.382836,0.235556,0.360653,0,5.74,31,6.1,9,2,4.04,0,5.15,0.332107,0,0,0,0.345376,0,18,0.456673,8.67,0.014858,0.384575
org.apache.lucene.index.FieldNormModifier,0,0,0,0,0,0.034393,0,0,0,2.177962,0,0,0,0,0,3,0,0,1.63355,0,0,0,8,81,0,2,1,0,0,0,1,0,35,0,0,0,0,0,8,0,2,2,0,0,0,0.507152,0,0,0,0,0,2,0,0,0.273376,0
org.apache.lucene.index.FieldReaderException,0,0,0,0,0,0.022961,0,0,0,1.968676,0,0,0,0,0,4,0,0,0.624537,0,0,0,0,13,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.093976,0,0,0,0,0,0,0,0,0.000083,0
org.apache.lucene.index.FieldSortedTermVectorMapper,0,0,0,0,0,0.013149,0,0,0,0.539871,0,0,0,0,0,6,0,0,0.15576,0,0,0,3,28,0,4,2,0,0,0,0,0,12,0,0,0,0,0,3,0,4,4,0,0,0,0.016871,1.01,0,0.04,0,3,4,0,0,0,0
org.apache.lucene.index.FieldsReader,10,0.176596,0.055201,0,6.07,0.390928,0,2.02,0.187016,12.788785,0,4.09,7.12,0,0,19,0.106038,6.07,4.986627,0,0,9.14,15,301,0,16,1,3,0,0,36,0,59,0.314094,0.180409,0.933147,6.08,7.5,17,13.31,11,11,0,0,7.09,1.004319,0,0.659786,0,0.802302,0,0,0.696664,19.22,0.278518,0.262142
org.apache.lucene.index.FieldsWriter,1,0.019738,0.123938,0,2.04,0.062011,0,3.04,0.028201,5.214376,0,0,3.06,0,0,11,0,1.01,2.347367,0,0,3.07,10,208,0,9,1,5,0,0,0,0,50,0.18876,0.089718,0.830043,4.05,1.01,14,6.16,10,4,0,0,7.1,0.580938,0,0.157379,0,0.451681,0,0,0.264134,11.27,0.081327,0.189285
org.apache.lucene.index.FilterIndexReader,0,0,0.081606,0,0,0.039071,0.125597,1.01,0,6.707952,0,0,6.1,0,0,28,0,0,1.738393,0,0.3868,6.1,11,99,2,27,2,1,0,0,0,7.08,57,0.118935,0,0.125304,4.04,0,12,7.2,1,0,6.1,0,5.05,0.145195,17.36,0.075202,1.110363,0.136534,44,22,0.163425,7.67,0,0.120475
org.apache.lucene.index.FreqProxFieldMergeState,0,0,0,0,0,0.026323,0,0,0,1.740403,0,0,0,0,0,3,0,0,0.908307,0,0,0,11,59,0,2,1,1,0,0,0,0,8,0,0,0.16752,1.01,0,11,0,12,2,0,0,1.01,0.257041,0,0.2,0,0,0,1,0.2,1.07,0.014858,0
org.apache.lucene.index.FreqProxTermsWriter,1,0,0,0,0,0.098705,0,0,0,1.218825,0,0,0,0,0,11,0,0,0.715751,0,0.2,0,23,233,1,10,2,3,0,0,45,1.01,56,0,0,0.16752,0,0,23,1.02,3,1,0,0,0,0.22227,0,0,0,0.185333,1,2,0,1.14,0.014858,0
org.apache.lucene.index.FreqProxTermsWriterPerField,0,0.146846,0,0,1.01,0.057417,0,0,0,1.218825,0,0,1.02,0,0,11,0,0,0.715751,0,0,1.02,11,92,0,10,2,3,0,0,29,0,17,0.195348,0.2,0.16752,0,1.07,12,1.02,7,0,0,0,0,0.22227,0,0,0,0.185333,0,2,0,1.25,0.014858,0.195348
org.apache.lucene.index.FreqProxTermsWriterPerThread,0,0,0,0,0,0.003439,0,0,0,0.644864,0,0,0,0,0,5,0,0,0.359571,0,0,0,7,17,0,4,2,3,0,0,6,0,6,0,0,0,0,0,9,0,2,0,0,0,0,0.107477,0,0,0,0,0,2,0,0,0.004345,0
org.apache.lucene.index.GCJSegmentReader,0,0,0,0,0,0.001321,0,0,0,0.884702,0,0,0,0,0,2,0,0,0.226138,0,0.3868,0,5,9,15,1,4,0,0,1.01,0,8.11,4,0,0,0,0,0,5,0,0,0,0,0.035714,0,0.017694,20.58,0,1.157631,0,103,1,0,0,0,0
org.apache.lucene.index.GCJTermDocs,0,0,0,0,0,0.001321,0,0,0,0.884702,0,0,0,0,0,2,0,0,0.226138,0,0.22439,0,2,7,9,1,2,1,0,0,0,2.02,3,0,0,0,0,0,3,0,0,0,0,0,0,0.017694,0,0,0,0,10,1,0,0,0,0
org.apache.lucene.index.IndexCommit,0,0.309736,0,0,0,0.026773,0.544979,0,0,2.320395,0,0,3.05,0,0,12,0,0,1.196014,0,0,3.05,2,33,0,11,1,4,0,0,55,0,17,0.470287,0,0.393524,0,3.4,6,4.07,0,0,3.05,0,0,0.327065,0,0,0,0.565211,0,11,0,3.15,0.046474,0.470869
org.apache.lucene.index.IndexCommitPoint,0,0.034813,0.042133,0,0,0.018157,0.044018,1.01,0,1.372433,0,0,1.01,0,0,3,0,0,0.421901,0,0,1.01,0,5,0,3,0,2,0,0,3,0,3,0.043066,0,0.036106,0,1.02,2,1.01,0,0,1.01,0,1.01,0.054577,0,0,0,0.042913,0,3,0.042133,1.01,0,0.044071
org.apache.lucene.index.IndexDeletionPolicy,0,0,0.074581,0,0,0.024085,0,2.02,0,0.894354,0,0,0,0,0,2,0,0,0.267257,0,0,0,0,4,0,2,0,6,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,2.02,0.032846,0,0,0,0,0,2,0.074315,0,0,0
org.apache.lucene.index.IndexFileDeleter,4,0.124858,0.069742,1.01,3.05,0.239625,0.139382,3.04,0.05137,9.372595,0.037037,4.12,5.16,1,0,18,0.091811,2.04,3.266121,0,0,5.16,8,298,0,17,1,2,0,0,40,0,65,0.137338,0.079658,0.329745,1.01,8.25,10,8.24,10,9,5.15,0,3.03,0.573632,0,0.02912,0,0.25902,0,4,0.074933,12.85,0.050292,0.140107
org.apache.lucene.index.IndexFileNameFilter,0,0.034842,0.07426,0,2.03,0.026125,0.01552,3.03,0.039937,2.464858,0,0,1.02,0,0,4,0,2.02,1.403291,0,0,1.02,1,51,0,3,1,2,0,0,3,0,12,0.015939,0.04018,0.035735,1.01,2.03,3,1.07,3,2,1.02,0,4.04,0.365388,0,0.013632,0,0.015907,0,3,0.083599,2.39,0.242286,0.016099
org.apache.lucene.index.IndexFileNames,0,0.014172,0.319814,0,4.21,0.047065,0.035909,6.12,0,4.273609,0,0,2.02,0,0,3,0,0,1.910398,0,0,2.02,1,98,0,2,1,18,0,0,1,0,5,0.051463,0.083935,0.102342,1.01,1.01,18,2.04,26,0,2.02,0,6.12,0.41704,0,0.022967,0,0.051782,0,0,0.45069,5.85,0.242286,0.051623
org.apache.lucene.index.IndexModifier,0,0,0.087529,0,0,0.402961,0.027475,4.08,0,8.52805,0,0,2.04,0,0,26,0,0,3.083175,0,0,2.04,12,215,0,23,1,0,0,0,0,0,53,0.026318,0,0.116952,3.06,0,12,4.07,10,0,2.04,0,7.14,0.543531,0,0.067265,0,0.10462,0,19,0.152765,5.15,0.242289,0.027275
org.apache.lucene.index.IndexReader,1,0.784022,1.463998,2.02,8.16,0.630811,1.197272,37.71,0.136967,18.294235,0,1.01,17.39,0,5,74,0.027481,5.16,6.612563,2.02,0,17.39,23,308,0,72,1,110,0.066667,0,2502,0,117,1.048109,0.394028,1.047811,12.19,40.08,131,20.94,5,3,16.31,0,34.77,1.25346,0,0.264151,0,1.06163,0,62,1.409879,25.3,0.334553,1.055904
org.apache.lucene.index.IndexWriter,51,1.959595,0.737273,9.15,17.42,2.36219,0.524709,18.33,0.596093,27.439629,0.206382,22.67,27.34,12,0,164,1.602667,14.41,37.586919,4.04,0,28.54,30,2182,0,146,1,33,0.061022,0,7063,0,379,2.071323,0.488814,2.461014,13.24,128.4,55,40.33,59,45,16.56,0,25.46,1.933741,0,0.443393,0,2.797938,0,70,0.961981,62.11,0.613708,1.932155
org.apache.lucene.index.IntBlockPool,0,0,0,0,0,0.005452,0,0,0,0.644864,0,0,0,4,0,3,0,0,0.359571,0,0,0,1,34,0,2,1,2,0,0,0,0,6,0,0,0,0,0,3,0,7,1,0,0,0,0.107477,0,0,0,0,0,2,0,0,0.004345,0
org.apache.lucene.index.InvertedDocConsumer,0,0,0,0,0,0.003858,0,0,0,0.644864,0,0,0,0,1,7,0,0,0.359571,0,0,0,4,11,0,6,1,4,0,0,15,0,7,0,0,0,0,0,6,0,1,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.InvertedDocConsumerPerField,0,0,0,0,0,0.003439,0,0,0,0.644864,0,0,0,0,1,5,0,0,0.359571,0,0,0,2,6,0,4,1,5,0,0,6,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.InvertedDocConsumerPerThread,0,0,0,0,0,0.002265,0,0,0,0.644864,0,0,0,0,1,5,0,0,0.359571,0,0,0,4,6,0,4,1,6,0,0,6,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.InvertedDocEndConsumer,0,0,0,0,0,0.002432,0,0,0,0.644864,0,0,0,0,1,6,0,0,0.359571,0,0,0,4,7,0,5,1,3,0,0,10,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.InvertedDocEndConsumerPerField,0,0,0,0,0,0.001929,0,0,0,0.644864,0,0,0,0,1,3,0,0,0.359571,0,0,0,0,4,0,2,1,5,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.InvertedDocEndConsumerPerThread,0,0,0,0,0,0.002097,0,0,0,0.644864,0,0,0,0,1,5,0,0,0.359571,0,0,0,3,6,0,4,1,6,0,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,0,0,0,0,0,0.00891,0,0,0,0.894354,0,0,0,0,0,3,0,0,0.267257,0,0,0,2,11,0,2,1,2,0,0,1,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0.032846,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.index.LogByteSizeMergePolicy,0,0,0.036735,0,0,0.030373,0,1.01,0,1.305317,0,0,0,2,0,6,0,0,0.395637,0,0.037037,0,2,24,6,5,3,1,0,1.01,10,1.02,8,0,0,0,0,0,3,0,2,0,0,0.041667,1.01,0.048204,2.03,0,0.095861,0,14,4,0.036735,0,0,0
org.apache.lucene.index.LogDocMergePolicy,0,0.014172,0.075576,1.01,1.01,0.014144,0.037037,2.02,0,1.003959,0.037037,0,1.02,1,0,4,0,0,0.303153,0,0.037037,1.02,2,17,6,3,3,1,0,1.01,3,1.02,5,0.035524,0.034629,0.025002,0,1.07,3,1.02,1,0,1.02,0.041667,2.02,0.036613,2.03,0,0.095861,0.035875,14,2,0.075644,1.07,0,0.035524
org.apache.lucene.index.LogMergePolicy,3,0.06205,0,1.01,2.03,0.08203,0.087465,0,0.04,4.10063,0.037037,1.01,3.04,3,2,19,0.04,1.01,1.325416,0,0,3.04,6,212,0,18,2,3,0,1.01,81,0,34,0.118038,0.072485,0.193731,1.01,3.38,8,4.06,10,4,2.03,0.041667,1.01,0.187707,0,0.056527,0,0.148555,0,14,0.058039,5.72,0.000001,0.116241
org.apache.lucene.index.MergeDocIDRemapper,0,0,0.063809,0,0,0.014655,0,1.01,0,0.2895,0,0,0,0,0,2,0,0,0.104391,0,0,0,3,68,0,1,1,2,0,0,0,0,4,0,0,0,0,0,5,0,6,0,0,0,1.01,0.018094,0,0,0,0,0,1,0.063414,0,0,0
org.apache.lucene.index.MergePolicy,0,0.015315,0.24805,0,0,0.042641,0.038596,5.06,0,3.20937,0,0,1.01,0,1,7,0,0,1.043507,1.01,0,2.02,4,19,0,6,1,8,0.038262,1.01,15,0,8,0.079947,0,0.040771,0,1.05,11,2.03,0,0,1.05,0.041667,5.06,0.148848,0,0,0,0.079464,0,0,0.23884,1.06,0,0.042278
org.apache.lucene.index.MergeScheduler,0,0,0,0,0,0.006792,0.038596,0,0,1.942653,0,0,0,0,2,3,0,0,0.61364,1.02,0,1.01,2,6,0,2,1,5,0.038262,1.01,1,0,3,0.035872,0,0,0,0,6,1.01,0,0,1.02,0.041667,0,0.082522,0,0,0,0.033765,0,0,0,0,0,0
org.apache.lucene.index.MockIndexInput,0,0,0,0,0,0.001321,0,0,0,0.884702,0,0,0,0,0,5,0,0,0.226138,0,0,0,1,31,2,4,3,0,0,0,4,1.01,6,0,0,0,0,0,1,0,3,3,0,0,0,0.017694,5.06,0,0.373202,0,17,2,0,0,0,0
org.apache.lucene.index.MultiLevelSkipListReader,2,0,0,0,0,0.159496,0,0,0,1.573407,0,0,0,0,1,10,0,0,0.545614,0,0,0,2,125,0,9,1,2,0,0,0,0,21,0,0,0.023025,0,0,4,1.01,14,14,0,0,0,0.093143,0,0,0,0.024755,0,0,0,1.01,0.000083,0
org.apache.lucene.index.MultiLevelSkipListWriter,0,0,0.02985,0,0,0.088522,0,1.01,0,1.289145,0,0,0,0,1,6,0,0,0.464323,0,0,0,2,56,0,5,1,3,0,0,0,0,14,0,0,0,0,0,5,0,3,3,0,0,1.01,0.084529,0,0,0,0,0,0,0.029554,0,0.000083,0
org.apache.lucene.index.MultiReader,3,0.040681,0,0,4.16,0.238055,0.11959,0,0.087355,9.218431,0,3.07,8.62,0,0,33,0.06582,4.15,3.24868,0,0.3868,8.64,12,239,2,31,2,0,0,2.02,0,8.08,68,0.168941,0.086268,0.553759,8.25,2.02,12,10.32,8,7,5.38,0.035714,8.25,0.555229,16.76,0.160246,1.081487,0.298287,44,22,0.168432,14.6,0.243054,0.171084
org.apache.lucene.index.MultiSegmentReader,3,0,0.285719,0,0,0.22904,0.038596,2.02,0,2.796707,0,0,2.06,0,1,37,0,0,1.848872,2.02,0.319805,2.07,16,316,5,35,3,3,0.25,1.01,0,3.05,95,0.064609,0,0.626614,2.03,0,17,4.34,7,6,1.02,0.035714,2.03,0.540296,6.18,0.279019,0.933358,0.745514,51,21,0.278833,5.2,0.273376,0.064293
org.apache.lucene.index.MultipleTermPositions,0,0.041469,0,0,0,0.09471,0.048594,0,0,2.812643,0,0,2.03,0,0,13,0,0,1.503966,0,0,2.03,6,75,0,12,1,0,0,0,54,0,35,0.047138,0,0.053448,0,2.3,6,2.03,4,4,2.03,0,0,0.375898,0,0,0,0.047452,0,12,0,3.3,0.242286,0.048036
org.apache.lucene.index.NormsWriter,0,0,0,0,0,0.014679,0,0,0,0.644864,0,0,0,0,0,7,0,0,0.359571,0,0,0,13,91,0,6,2,2,0,0,13,0,32,0,0,0,0,0,13,0,2,2,0,0,0,0.107477,0,0,0,0,0,3,0,0,0.004345,0
org.apache.lucene.index.NormsWriterPerField,0,0,0,0,0,0.006459,0,0,0,0.644864,0,0,0,0,0,5,0,0,0.359571,0,0,0,8,40,0,4,2,2,0,0,0,0,12,0,0,0,0,0,9,0,7,0,0,0,0,0.107477,0,0,0,0,0,2,0,0,0.004345,0
org.apache.lucene.index.NormsWriterPerThread,0,0,0,0,0,0.003439,0,0,0,0.644864,0,0,0,0,0,6,0,0,0.359571,0,0,0,8,17,0,5,2,2,0,0,10,0,7,0,0,0,0,0,8,0,2,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.ParallelArrayTermVectorMapper,0,0,0,0,1.01,0.149037,0,0,0.04368,8.546505,0,0,0,0,0,4,0,1.01,2.889462,0,0,0,5,46,0,3,2,1,0,0,0,0,6,0,0.043018,0.036106,0,0,6,0,8,8,0,0,0,0.480748,1.01,0,0.04,0,3,3,0,1.02,0.031119,0
org.apache.lucene.index.ParallelReader,0,0.086865,0,0,2.03,0.446354,0.120912,0,0.0499,10.767317,0,0,5.11,0,0,34,0,2.02,3.12641,0,0.375689,5.12,12,289,2,32,2,0,0,0,282,6.07,96,0.111835,0.050496,0.155156,3.04,6.35,12,9.32,9,8,5.1,0,3.04,0.394825,15.33,0.060491,1.085059,0.171192,42,26,0.067306,10.78,0.03109,0.113058
org.apache.lucene.index.Payload,0,0,0.471056,0,0,0.069298,0.255095,6.09,0,3.495335,0,0,2.07,0,0,14,0,0,1.386432,0,0,2.07,1,85,0,11,1,8,0,0,0,0,21,0.247963,0,0.211364,1.01,0,9,2.1,3,0,2.07,0,6.1,0.297063,0,0.247572,0,0.263372,0,11,0.466808,2.47,0.031174,0.249593
org.apache.lucene.index.PositionBasedTermVectorMapper,0,0,0,0,0,0.070221,0,0,0,0.691728,0,0,0,0,0,6,0,0,0.205981,0,0,0,2,44,0,4,2,0,0,0,2,0,15,0,0,0,0,0,2,0,4,4,0,0,0,0.024084,1.01,0,0.04,0,2,4,0,0,0,0
org.apache.lucene.index.RawPostingList,0,0,0,0,0,0.00302,0,0,0,0.644864,0,0,0,0,0,1,0,0,0.359571,0,0,0,1,6,0,0,1,10,0,0,0,0,1,0,0,0,0,0,11,0,4,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.ReadOnlyMultiSegmentReader,0,0,0,0,0,0.001792,0,0,0,0.624467,0,0,0,0,0,3,0,0,0.449648,0,0,0,5,11,6,1,4,2,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0.156117,1.01,0,0.440864,0,82,0,0,0,0.03109,0
org.apache.lucene.index.ReadOnlySegmentReader,0,0,0,0,0,0.001647,0,0,0,0.624467,0,0,0,0,0,4,0,0,0.449648,0,0,0,2,11,15,3,4,2,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0.156117,1.01,0,0.440864,0,102,1,0,0,0.03109,0
org.apache.lucene.index.ReusableStringReader,0,0,0,0,0,0.004004,0,0,0,0.521578,0,0,0,0,0,5,0,0,0.192555,0,0,0,0,30,0,4,2,2,0,0,4,0,7,0,0,0,0,0,2,0,3,0,0,0,0,0.034772,0,0,0,0,0,3,0,0,0,0
org.apache.lucene.index.SegmentInfo,2,0.146846,0.272921,0,7.16,0.194509,0.07271,9.14,0.313454,5.87757,0,4.04,9.32,3,0,34,0.049703,6.11,29.902927,0,0,9.35,6,461,0,30,1,15,0,0,27,0,63,0.428633,0.396655,0.418873,4.07,1.27,19,11.68,19,11,3.05,0,11.19,0.546261,0,0.061695,0,0.460712,0,5,0.362821,15.81,0.290405,0.430868
org.apache.lucene.index.SegmentInfos,2,0.293167,2.040516,6.06,9.14,0.273895,0.177515,11.14,0.138859,10.500447,0.107492,2.02,7.27,8,0,33,0.058868,4.08,4.210918,0,0,7.27,8,299,0,32,4,14,0,0,398,0,85,0.443862,0.512769,0.747152,3.04,12.02,21,9.61,17,7,5.23,0,12.15,0.869668,0,0.090207,0,0.475056,0,28,2.073037,15.19,0.297928,0.444572
org.apache.lucene.index.SegmentMergeInfo,0,0,0.030279,0,0,0.024686,0,1.01,0.01248,1.686142,0,0,1.02,0,0,5,0,1.02,0.410634,0,0,1.02,5,52,0,4,1,2,0,0,0,0,13,0.012462,0,0.011745,0,0,7,1.02,6,2,0,0,1.01,0.028102,0,0,0,0.01234,0,0,0.02859,1.12,0,0.012462
org.apache.lucene.index.SegmentMergeQueue,0,0,0.030279,0,0,0.001321,0,1.01,0,0.884702,0,0,0,0,0,3,0,0,0.226138,0,0.047619,0,3,18,1,2,2,1,0,0,1,1.01,8,0,0,0,0,0,4,0,0,0,0,0,1.01,0.017694,1.01,0,0.047619,0,9,0,0.02859,0,0,0
org.apache.lucene.index.SegmentMerger,10,0.290013,0.099208,0,10.16,0.322654,0,3.03,0.289713,14.68611,0,4.06,6.1,0,0,21,0.282199,9.15,5.183347,0,0,7.11,30,505,0,19,1,4,0,0,17,0,115,0.362822,0.298966,0.749867,9.1,7.52,31,16.42,24,23,0,0,9.1,0.91119,0,0.239383,0,1.103432,0,0,0.268075,22.16,0.25291,0.355584
org.apache.lucene.index.SegmentReader,7,0.380267,0.533855,0,8.13,0.469441,0.485898,11.12,0.43417,13.789534,0,2.03,9.32,0,2,62,0.051249,7.11,5.193541,1.01,0.3868,9.32,35,720,5,61,3,13,0.25,1.01,1338,7.09,162,0.390109,0.457489,1.074514,14.16,21.85,42,14.67,28,18,7.13,0.035714,16.2,1.024631,15.29,1.009056,1.064067,0.999438,50,28,1.086713,23.03,0.289008,0.393079
org.apache.lucene.index.SegmentTermDocs,1,0.167021,0.038841,0,3.06,0.098698,0,1.01,0.049168,2.678089,0,1.01,1.01,0,2,13,0.2,2.04,0.91667,0,0,1.01,13,150,0,12,1,4,0,0,16,0,33,0.195348,0.248915,0.210676,2.03,2.05,16,3.11,16,7,0,0,3.04,0.16431,0,0.050157,0,0.233142,0,8,0.088203,3.78,0.010512,0.195348
org.apache.lucene.index.SegmentTermEnum,0,0,0,0,1.01,0.013725,0,0,0,3.759538,0,0,0,0,0,13,0,0,1.221472,0,0,0,8,132,0,12,2,3,0,0,0,0,34,0,0.026346,0.239723,1.01,0,11,1.01,15,8,0,0,1.01,0.184619,0,0.022186,0,0.067366,1,4,0.022652,5.16,0.000084,0
org.apache.lucene.index.SegmentTermPositionVector,0,0,0,0,0,0.001815,0,0,0,1.586171,0,0,0,1,0,3,0,0,0.423422,0,0,0,3,30,0,2,2,1,0,0,1,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0.037736,0,0,0,0,7,2,0,0,0,0
